	A010	A013	A020	A023	A028	A038	A039	A052	A058	A063	A067	A069	A079	A083	A089	A094	A103	A124	D010	D016	D026	D043	D048	D063	D068	D072	E009	E017	E020	E030	N041	Y006	Y012	Y014	Y021	Y025	Y030	Y034	Y036	B005	B010	B023	B026	B030	B035	B039	B042	B047	B050	B053	B056	B058	B063	B071	B078	B084	B092	B098	B100	C005	C010	C012	C021	C027	C033	C045	C051	C056	C061	C065	C068	G009	G027	X007	X011	X018	X024	X027	X031	X034	X039	X044	X049	X051	X052	X057	X059	X065	X069
FDSW202612110-1r_S20201215-0040_X018_bin.31.filtered	17.27794654	5.002677051	38.87162759	6.897335605	1.521680769	1399.053429	77.97267057	5361.785411	1.013812292	1.126460353	478.5060383	65.45300883	0.901660674	11.15220246	14.34814069	20.73919184	429.6560304	27.64581516	386.4368366	258.6040164	215.6440941	1.065437818	0.196615547	0.101857796	0.392201662	9.94058725	83.29243125	8.338036587	8.575155932	27.6582085	7.605856389	161.4806144	190.900572	66.8130794	13.4158464	75.83093592	12.99340371	11.60542259	6.363965145	40.75924384	3.683572352	4.342890537	15.8350089	15.3968009	10.00134241	36.69248266	73.05916081	43.40258536	813.472973	6.783111098	130.0219886	146.8291395	48.71006523	10.68395251	18.34448251	43.75751254	226.4915432	23.88151115	4.560009396	90.12537872	3.628346462	10.59201903	179.3741015	24.82850088	49.34405647	8.500632452	34.70040605	740.877584	834.2551666	10.64113969	5.994313657	17.88907222	12.94546251	351.0861771	7.561760833	4.836450166	11.05150145	22.487133	106.9226619	79.74988852	17389.27269	11.84932754	30.79720138	9.242605063	9.429203992	211.956981	12.9287627	492.3804809	383.324715
FDSW202612123-1r_S20201215-0047_E026_bin.124.filtered	9.842905398	0.516671313	12.47051125	8.680462971	41.71456031	16.56294625	10.91095788	47.14495012	4.515474592	7.070123188	26.9010543	6.516781268	99.86881669	9.39145332	6.611322674	7.722117651	46.66732244	15.02268607	91.41877991	365.6027973	54.10331992	83.20882531	0	0.60798491	2.366158401	19.57659972	9.048902981	0.621639585	39.89580136	12.12993532	5.829225798	17.44502438	21.81221367	54.01493053	3.931384365	87.64025211	84.45477339	106.8991608	66.71152623	0.425905923	0.464103849	0.701884449	4.100590676	0.368410877	1.337299269	1.363719432	5.259567457	3.888565949	141.8527905	10.05155622	23.72164931	67.16882564	194.0749475	12.28792926	30.21339235	2.107422278	14.14890257	2.346652849	6.729736714	1.334287347	1.5220775	0.348908499	2.975307278	1.145722326	0.801833545	0.997404064	0.806950279	37.03681792	4.515885183	1.299021373	4.512587465	0.464980914	2.155115384	19.43349146	1.43303171	0.048908999	0.718603707	3.306934282	2.39702204	4.118525001	1.381931428	1.195250372	42.48287454	3.454129945	28.72074851	15.83680268	79.42633987	27.31661531	46.13358894
FDSW202612105-1r_S20201215-0035_D081_bin.201.filtered	1.343172525	0.113722898	0.936669271	0.491604673	6.018010689	0.285252064	0	15.33092196	1.108271045	2.265398405	41.18022132	44.49016065	0.264611222	1.123203283	2.966690258	1.298050877	44.72202457	0.605766663	0.276944453	3.770307136	1.035169019	4.386370437	0	0	0	0.019824953	0.293596837	0.011899687	2.840340284	6.683077962	0.122001517	7.788703759	99.15839952	14.26453353	1.636648838	5.44098093	19.56778112	34.54729172	1.658933937	0.199987803	0.118738635	0.839576739	8.096969382	137.8048826	28.25670053	9.275070721	25.0162746	77.125405	54.57073233	15.40732688	10.56509326	35.05016596	22.33591318	0.235822598	4.261406818	0.699713273	36.41041148	7.487199202	10.25330002	0.691878786	24.54778451	0.08493491	1.069497165	3.492635004	3.126074646	1.085480341	0.1265083	1.601469339	0.089547443	0.092187819	1.260113477	13.32106258	2.859867869	2.9206612	0.756988571	0	0.005169423	0.850993595	0.521591525	0.162611755	0	0.872000811	0.776043041	1.458942386	12.34361071	0.105218289	0.734627306	1.404527102	0.877814309
FDSW202612129-1r_S20201215-0052_D046-2_bin.123.filtered	58.44337221	15.24172004	45.04295864	32.17301186	91.64255455	113.175418	70.95193137	92.83798986	369.7146928	432.353454	117.3946453	249.6378947	83.5288795	74.9184892	88.13950639	88.15040075	2.256895972	19.85749705	1188.451069	861.8599194	614.4686938	207.7646149	165.1678347	41.9553171	279.6020023	84.82407356	155.1351148	11437.92043	3258.545523	14.82821464	86.20427098	33.41175829	146.1246358	269.224915	86.58172757	126.3528657	216.3243432	192.7626284	320.7753614	1.115507647	1.393235957	1.44906288	0.906497302	0.93197721	1.643696183	1.635101702	1.433082233	1.300335147	5.050827583	46.65783387	1.754761967	1.925885496	2.747562389	78.72389342	1.46109285	1.021513111	2.054494176	1.812547886	2.568842405	4.601732716	7.765950344	5.759926151	14.49156758	26.8760008	6.741748271	0.981922558	2.053688311	5.438916576	4.219419919	2.009150486	2.67467101	11.58912305	13.06762798	25.03955451	18.25976263	49.36072233	21.29334122	13.07309199	14.10925521	16.56423997	14.08228692	13.40127127	17.39227116	15.36964624	19.95416091	13.81913329	15.08435254	11.91186827	11.17656652
FDMS202612122-1a_S20201218-0005_B098_bin.28.filtered	0	22.10545466	21.81508077	21.67635533	1.836842269	11.70154698	0.048438508	0.076560086	0.030445511	0.041471699	0	0	0	0	0	20.18179667	12909.00359	20.7122094	18.40420105	25.3664458	0.942250003	0.036653635	0	0.009190505	0.154965515	23.64230395	22.92672676	21.80412399	22.09907309	491.5759002	20.21543239	13983.17973	8.925352164	16.22027856	19.29198144	12.07033602	13.44775358	11.50235492	17.70781338	68.59920205	30.62469231	42.54783884	88.61031214	454.0700831	644.1826562	966.6260953	3477.431075	338.5137055	837.1993964	22.17919262	3191.042226	172.7878941	1119.727807	32.15716168	96.71210741	88.20381199	10584.549	8211.028328	2388.73668	57.27660305	760.9652504	45.62173023	49.4784022	37.26603173	28.50916206	991.1075992	44.79349825	831.7738547	477.2523215	74.88681885	286.1726407	163.7994906	516.6210988	1131.506351	31.60129437	15.40321532	30.67485206	188.3628145	28.67654876	34.7591301	20.68705541	35.11155763	337.7434749	53.88835401	22427.03601	60.21660842	1131.396571	59.48605037	240.2342857
FDSW202612055-1r_S20201216-0196_A010_bin.104.filtered	290.7248141	81.26972991	289.1257554	992.6430949	647.5497671	487.1875757	15.40411332	43.0824451	264.8118615	407.3812733	1.244898493	17.34974593	205.7349187	51.34612967	15.17448221	81.68287599	1002.383425	623.1511675	252.0348662	109.0202943	11.91502682	0.986951776	1.540525896	7.189994979	20.82271138	46.72546135	299.9453817	50.21964701	62.74603922	640.0936925	40.06698627	342.1892481	445.9003534	461.0044062	230.8495616	108.6429471	68.60538127	90.72564783	151.9552674	1515.621002	237.4251515	2079.82574	4354.842015	1973.254947	2850.53693	1008.812178	869.9708726	874.339174	2348.985782	712.8293933	2526.48332	5981.288072	1795.736024	224.0593693	3107.691095	4406.155961	5484.144993	2628.295452	639.4715525	1562.614202	451.2069353	201.9612122	1403.357162	542.0509332	653.3825349	6337.948569	549.2778136	443.0181938	631.9614628	18678.79499	7239.290475	4284.77419	6002.881433	1857.894621	561.4920695	16.49218712	1740.57377	3543.268505	1607.483037	2479.983137	79.60934263	596.1276011	4197.28767	882.1771482	66.78991912	983.0948202	356.8595481	1577.078507	329.717901
FDSW202612092-1r_S20201210-0026_B063_bin.41.filtered	6.005287847	2.543956687	6.32953298	7.402993836	73.71466849	1.846407208	1.891873161	19.44050935	0	0	5.900014067	51.42631148	0	1.816979904	2.878623674	41.5263771	12.22828254	2.899860944	51.57826177	7.646148163	0.697291039	9.445727048	0	2.915406107	0	6.487293272	1.327434002	1.50985823	11.36208796	4.014211617	1.853871809	1.849473575	2.635263035	1.018592547	1.629810813	16.15315964	4.674983959	11.67641267	6.290109912	16.12370977	8.057666208	9.631965852	14.83393127	12.78126049	4.66285137	5.862123417	6.541969202	16.34928909	9.141932781	3.036617787	17.29909563	20.56221529	7.422301122	2.640501327	9.044605432	9.734624382	3.383644034	4.085530339	5.086741665	9.127198181	6.067037308	4.40593523	3588.082602	300.2921717	24.7035741	15.62716937	336.031109	14.72941696	9.340352034	55.0362655	12.45454294	165.7443078	747.2751507	1142.128786	101.0365528	0.821166865	75.45118869	65.28945797	89.15694234	23.27639081	55.69185141	50.86074943	103.4623662	84.73042136	1.87000711	29.06313885	11.61143008	112.4339858	18.29067499
FDSW202612091-1r_S20201210-0025_B058_bin.124.filtered	2963.508769	252.8982526	2817.611843	4601.731255	280.1641802	387.5030389	751.2629739	1433.094369	1388.034539	1859.547936	3345.000316	3610.779492	3052.219144	311.0741422	44.94288728	61.29376902	15.15090699	4181.490659	4138.667562	3653.81886	1141.999884	85.08688198	135.7284135	97.30356237	7842.507906	463.516492	1569.650637	3149.617856	1631.68109	12.50344107	149.9490494	12457.99079	2091.419596	1612.103273	240.8516861	336.5637321	967.6088621	1020.069424	243.0550435	15.54437373	19.42657003	47.73582322	82.5425345	53.94349743	35.2579823	53.01754562	55.79510956	89.67890541	17.57078716	5168.464245	17.28412921	16.64355786	16.23257436	535.9809917	15.40615256	11.66970845	15.96533709	14.46570745	22.07029581	24.33773269	97.54010954	61.45260692	13.87822079	16.01825301	13.65598283	15.64392278	17.42852062	13.95666962	57.47433547	18.76269414	24.75810732	23.28638719	38.53764975	18.87464516	14.77461921	27.63731322	58.40575749	57.28001415	34.39255486	136.7022303	11.684236	51.65789579	27.13005225	81.96015927	38.05347627	16.76776527	13.99506882	19.47807738	21.30000266
FDSW202612050-1r_S20201210-0004_C068_bin.137.filtered	2.42436022	16.96505119	16.49300914	15.64352491	67.25320887	7.05614721	2.334446172	4.144834122	13044.37209	7076.470608	2.980402269	3.676306409	215.9195312	2.67963069	3.135865355	14.94529062	223.6543028	15.17374893	13.92149099	19.15554065	0.10586078	0.006690917	0	0.00328497	76.03144087	7.707241457	7.119472831	7.541405547	8.493352572	4233.464648	6.952073396	1088.80487	3.251968957	5.077986875	6.148052664	3.948088545	4.435204829	4.306424017	5.317773391	436.1531085	549.9293224	605.0798688	260.5165344	1148.947283	662.7151624	1144.1336	1091.69846	823.3640679	229.6275782	16.0711682	528.6548777	263.9520328	447.5902192	18.73865407	1847.989546	4904.111586	498.5769385	894.6053662	791.4732961	508.2792554	12097.1226	376.2496752	504.9242251	1275.639747	3467.042161	149.026431	63.30146309	145.7822837	47.56638498	154.1902985	91.64512276	90.66526594	390.0743984	9.555154587	9.097106106	4.929657693	96.23900328	185.6232136	193.6072898	173.4468841	1825.595108	1130.996733	51.60694792	1300.018891	1787.919245	1636.595856	508.9282478	946.5387004	2372.515426
FDSW202612036-1r_S20201210-0001_G027_bin.8.filtered	3.989855257	12.56546125	26.37783974	45.50546256	36.73352574	8.051450886	1.898925747	1.605190499	19.85039803	11.25285666	4.248994989	7.728056625	13.97067115	11.35129884	12.85250488	33.15162519	683.6565564	66.7030951	19.89671183	57.48100823	28.01829243	9.013688348	0.839023816	0.130020108	73.17803566	7.942730359	4.058648776	4.070047201	5.509201207	354.5002699	6.673125727	488.8659071	10.53343395	14.20051412	11.48628285	61.37522745	39.4577413	57.5267028	48.30348728	1447.122098	235.5098211	498.7333633	2354.290308	709.0164257	227.4749211	474.7152399	2213.543812	7651.361631	570.0097579	92.34966117	451.1894055	383.4230718	926.1675195	14.84232669	261.4749642	92.49571635	609.6862298	484.0679665	2072.618217	181.2301851	136.8665613	274.1055556	127.9609827	230.186449	139.9650601	717.2144279	63.30357663	244.9919421	281.7876533	292.4972217	58.84829677	552.3511993	1133.637279	153.1196611	28.89504469	2.704211266	838.5458001	1058.423466	337.9984159	391.5728452	8.843149362	765.1844993	162.7645427	924.3562842	704.6424234	247.1565975	237.2367183	614.5604454	613.5412498
FDSW202612044-1r_S20201210-0002_C021_bin.1.filtered	66.52514631	10.70422507	72.90529	32.84967356	229.3590012	1745.497846	133.3480384	6188.714553	291.6527987	335.7763775	1087.659211	388.3359863	1043.975751	112.4682752	104.7321675	125.0760571	438.1936645	256.0817323	1235.358403	1991.968461	1299.992522	127.419083	169.5853056	79.48602925	178.7334855	161.0589307	259.0005237	11444.34236	3255.562215	49.44512	54.04428852	248.4001251	280.8663038	116.6864051	68.48452406	297.8272164	89.81975622	94.4730105	32.68624225	247.0899481	23.31619583	25.89255756	43.34663628	38.46387438	81.31145862	110.2724188	218.4671716	112.3458579	824.1644246	78.97807253	137.5467751	154.0361473	72.2400123	65.19283555	25.38287978	49.14017475	237.9388514	34.38596312	21.56006992	92.86232711	5.983120282	13.69858489	337.3318244	39.61626735	91.32418694	18.7123311	37.50132078	745.3351678	847.7189932	19.11106297	25.08226825	179.8566976	191.5103841	368.088177	21.74325088	29.85963486	45.69614724	127.254179	260.9074582	226.3219677	17721.65144	207.0958755	109.0005804	57.97952917	26.29902977	440.4934218	26.82308983	841.8369664	624.1657517
FDSW202612046-1r_S20201210-0003_C033_bin.2.filtered	189.1565647	215.7205446	233.3730056	86.38264973	115.7932758	486.5089887	1031.346296	313.1845641	2441.877021	3311.689761	495.2398809	505.5792019	834.449877	159.4303308	581.8788174	675.7687694	645.8026266	228.8533727	1624.57457	2507.446205	565.9271083	328.3215293	78.46612411	299.3381475	682.116845	467.2335611	763.8089374	181.2050453	408.8924171	346.7251436	558.3123587	296.5495721	1063.68987	3590.280257	1977.410015	890.0123863	1184.815316	1099.792036	2423.088757	322.2410027	58.83100203	319.3400846	710.7746166	108.7848237	231.6678246	408.0919748	461.2436405	569.6437449	616.6538237	150.533647	396.0639275	256.9397035	979.6878047	465.7811743	250.9936422	85.23398833	585.7402617	590.9855044	2084.036123	1679.480258	446.5229261	1629.051021	903.3965137	1715.583236	294.6221166	44.62599623	692.2593898	357.8834743	102.2675754	117.5913407	79.73560264	169.0983626	253.5563758	435.3123059	217.9524005	80.63636362	575.0990635	558.5520355	366.9662402	314.1856655	366.3648829	775.5740512	194.3299469	1021.033222	241.4106541	509.7980246	398.8770189	559.0196076	516.7004256
FDSW202612095-1r_S20201216-0171_B084_bin.55.filtered	33.40465918	3.534454622	69.3756314	10.27586938	0.251981898	41.32352022	17.47964198	1380.527724	185.8370125	259.3279347	20.68318837	218.2638705	29.65112949	66.88933401	72.77553234	71.68123263	0.345857172	6.810795176	543.4949461	144.9516577	521.4358497	7.706952366	159.9234621	24.81122196	153.5739246	42.27675552	116.8871388	11426.88902	3205.618487	13.92929006	15.33627556	115.0824228	24.63797922	11.43523367	13.26712942	9.489490911	48.0942317	41.22356148	12.33267713	0.348265092	0.485992788	0.431399368	0.268092487	0.35284352	0.392926282	0.426744133	0.386360275	0.378274944	0.486329872	41.69682789	0.538704125	0.343645236	0.531871771	41.32864164	0.308631682	0.304351921	0.385346461	0.299767391	0.523531424	0.284362999	0.425940015	0.331430062	0.238893573	0.286646579	0.340489654	0.298548274	0.444246132	0.301297006	1.365335689	0.380705953	0.788396843	10.97615907	12.3030361	10.95620488	12.72149631	30.88550767	18.68087871	10.51305867	10.75381838	14.07486403	13.02387759	11.89703128	16.24753202	10.91411267	11.86432206	9.568065594	11.73457544	10.94080342	10.66874963
FDSW202612062-1r_S20201216-0168_A067_bin.54.filtered	19.96125084	22.84078089	58.71060144	40.3418007	12.26164198	56.23258978	40.97320076	49.55043296	130.2773237	276.7849712	29.85424293	104.0715484	38.67419701	13.10479917	28.30514849	54.35731352	1603.378969	40.27413511	156.9782696	86.54643888	31.91474499	20.93348154	6.020258531	14.9978608	56.82595514	94.26774075	38.87483078	28.04608845	32.0415458	403.5318791	83.64847582	103.2100927	47.95073082	125.0987733	129.1919285	79.37542401	77.94489892	73.39959382	216.0739036	719.6795907	372.5750894	791.759498	1117.579634	714.0767481	1258.585634	1295.776137	3271.975994	2107.399546	3275.269979	22.66649081	521.8608942	516.5107669	351.38342	32.85653179	303.0059104	229.0105641	1094.304323	306.3360499	48.27561017	2387.156536	925.6343198	1515.341132	5340.651063	584.1211059	158.7848086	318.4542962	514.7486835	535.755675	43.15189336	92.35164814	53.78867102	532.8613161	1757.703979	2021.256259	765.661608	11.99779902	872.5258897	1345.885152	990.9432738	808.5533854	1892.267686	1548.2061	250.7910674	298.2206604	105.8547172	3938.097993	805.6933609	14618.8493	3287.879321
FDSW202612044-1r_S20201210-0002_C021_bin.90.filtered	185.8207166	37.47002346	288.6652414	88.70939918	289.3814123	2334.683677	168.8511411	6111.276651	219.5981628	234.5672306	2339.865651	197.1702666	1105.222377	82.87201404	71.79522425	104.1241142	6780.717606	347.1126968	832.2192182	4032.060078	2336.34827	592.7641249	25.85699826	58.34421448	70.72460758	170.2762657	168.433182	66.53270643	75.62331832	146.4297656	39.84758384	270.5726883	518.6364667	240.7967646	87.15375106	1695.94539	594.686385	591.735092	265.4072361	392.1001943	183.5774568	79.61536385	157.5055966	91.3356153	118.0522348	104.3531829	145.32684	144.4568784	2464.105625	89.07722812	3016.852639	2010.998715	15059.55416	53.83128174	736.0258505	574.7174757	684.1511317	406.8194038	180.7281265	212.8319822	973.135839	54.37384178	1411.128544	505.0649171	320.2918779	276.2934613	77.25885537	914.79843	932.0107912	476.5302388	207.8646976	213.984945	342.0965594	854.1592354	397.1012677	7.596911053	74.43864228	145.723571	172.0305239	189.1633059	18053.99157	60.30348598	274.2684823	66.27155415	31.34328347	328.8700751	30.21578217	735.657242	722.6699885
FDSW202612117-1r_S20201215-0044_X055_bin.22.filtered	1.215222984	2.349059419	5.373167261	7.710864859	5.786769089	1.020630006	0	2.152246852	0	0	13.7292114	7.628630093	0	0.529733502	0.329913518	6.229146483	274.7630582	18.57078938	4.853454371	12.09185363	23.33913775	13.83574977	0	1.656455806	0.19841443	0.988914923	4.465621413	0.830229976	5.062281587	201.6796953	0.708685526	244.127804	3.137571197	4.953772437	2.472483417	3.977127786	3.412820095	2.30532193	1.87545023	5.459244568	2.473608938	6.436546087	8.601729855	4.996622125	32.21252588	34.31344809	41.20214612	56.48694946	184.9920614	15.87335581	86.96813212	180.6223099	1213.268757	2.995852814	232.3948543	32.98587577	72.0700267	47.57385412	192.9490799	37.42793482	209.1837629	15.16554548	236.9033093	538.9134395	153.8117798	45.25434093	7.604510967	357.2901788	87.26843137	68.43687863	41.81848238	2.554276023	4.034449504	37.70595794	9.584628738	0.562385703	14.00580477	14.9507066	10.37203395	18.20871042	0.665469915	31.12614716	27.38671862	421.2787949	417.0604843	5.394262915	14.29533382	23.4782331	279.0386325
FDSW202612043-1r_S20201215-0005_B042_bin.59.filtered	35.05464312	0.962087931	46.85512686	5.177276088	1.714864976	265.2731669	59.75195679	613.1321045	20.83686627	53.26861013	104.2345825	0.153114861	72.76687417	0.15476786	0.145729165	0.073292455	0.062303966	0.124817113	0.096518241	0.28583353	0.004772632	0	0	0	0	0.032889086	0.020628945	0.030068814	0.033998329	0.018565018	0.026513146	0.028277932	0	0.007902036	0.017445881	0.033376915	0.001791794	0	0	0.034783824	0.107560944	0.113683914	0.045613072	0.104746952	0.059485293	0.073052203	0.148719131	0.10026568	0.103394019	0.104915608	0.157175246	0.077936455	0.081245884	0.075526588	0.100047284	0.069166522	0.078457474	0.113980848	0.110034071	0.046997763	0.08589326	0.087783102	0.039996321	0.083045282	0.021525096	0.060840108	0.085957555	0.061408811	0.101007204	0.071348208	0.236314382	0	0	0.005202771	0	0	0	0.02124737	0.018308035	0	0	0.00331991	0.023526878	0.017729979	0.021843782	0	0.036187901	0	0.008238256
FDSW202612101-1r_S20201215-0031_C056_bin.29.filtered	0	18.46163332	19.80995218	19.17639461	0.05236028	6.637642812	0.01462038	0	0	0	0	0	0	0	0.033496856	18.37371432	376.1318487	19.76559425	18.26483718	22.98205652	0	0.003103703	0	0.022859615	1.925342177	4.750688146	4.874494652	5.632371432	4.99585296	330.2106625	7.053992993	886.5231486	2.142352794	3.489400623	4.000659514	2.574864225	2.895135944	2.914768493	3.739757705	287.1831035	57.24276478	840.6078645	868.5249005	115.7218924	342.0447625	445.5155676	279.6073373	414.6187835	151.2422135	21.84090162	620.5659265	616.7291055	1066.203608	59.23496434	1508.457866	2141.297565	1280.881244	1153.011346	4376.031666	376.8392864	1426.705356	55.28360619	444.2364917	347.1658353	627.5007993	1444.415783	407.801402	2186.94291	623.5919821	1280.896466	735.6759623	248.4821702	108.1211872	521.1427875	830.6405048	3.19128865	339.5779187	403.7721525	76.9326575	1284.364987	5.276964539	242.2614666	408.3406894	2662.28996	1344.669998	69.62739387	86.37315369	734.8716408	246.1677838
FDSW202612051-1r_S20201210-0005_X049_bin.82.filtered	0	0	0.108447226	0	0.196083698	25.59037482	39.60308705	0.335745363	0.33984799	0.469001869	0.900070735	6.432938034	0.01461282	0.521394935	0	0.033075879	0	1.966308369	0.090391037	5.248711	1.422700468	1.038459492	0	3.686399961	0.589753128	2.626592238	0	0.096406125	0	0.006509042	20.04300623	0.053041962	1.500365229	0.153397859	0.695067797	0.38220005	0.479580383	0.959092696	0.365085134	0	0	0	0	0	0	0	0	0	0.732042457	4.356520622	0	0	0.026298731	8.828610365	0	0	0	0	0.218428299	0.110923984	0	0.101712348	0	0.045588845	0	0.063814186	0.030939131	0	0.093464941	0.012441588	0.106588125	0.01478377	0.046154674	0.047513747	0.045158027	0	0.090472583	0	0.132602024	0.001875533	0	0	0.015846485	0.007780218	0	0	0	0	0.00921184
FDSW202612063-1r_S20201210-0008_A069_bin.25.filtered	13.35827574	2.699065416	83.42266487	245.1783605	3.458359264	11.96801059	36.56142804	6.233831712	77.13535429	35.89247752	7.656108176	34.55755519	31.75589445	42.79210711	40.13777402	121.6318996	114.4119445	231.2212763	19.69546392	8.686069289	53.60835874	3.277784675	0.022351083	0.331397233	261.0065205	50.84568487	1.606543932	0.529171423	1.183943738	1.274344306	31.09458068	3.663844699	6.477966409	1.56596605	2.701050628	10.0564556	8.874421371	10.71662149	5.833117419	149.5876975	59.49627591	86.68066753	946.3500784	5.79636196	20.26476873	39.16646359	38.73451204	125.0390359	59.73181697	1061.031199	21.67403757	17.97541829	17.36082193	9.416938562	23.2473869	10.56998545	19.09829514	26.90938127	41.2466866	5.291938395	30.8726008	18.42534395	2.904700546	7.900466422	33.91928913	603.6804538	22.78135625	66.10927929	196.8676013	221.4365405	11.9547179	93.86767961	62.99539513	0.923881493	0.386588288	0.513854847	33.6591694	44.44881471	8.610038564	42.58231669	1.861265476	15.3897276	5.105260991	20.37403008	4.423313554	24.88079396	14.73100411	198.5481483	300.4521727
FDSW202612064-1r_S20201215-0018_A079_bin.16.filtered	17.78180951	1.019498527	8.207098726	7.423420763	90.95877896	13.68632472	12.50331461	45.27051002	4.397587495	7.283695989	28.24816249	4.000285076	110.6645094	8.943348559	5.393508802	8.469267266	58.10489039	18.30338672	60.79706309	394.2253211	41.53008054	88.03567529	0	0.550124855	1.816776201	23.1236867	6.367843904	1.173445556	22.75474867	19.98956508	4.284041252	420.2424951	18.58876339	51.46147879	3.381048593	97.53226632	74.91291531	95.32333951	29.46682018	289.5210686	3.894662842	2.52581631	16.43271038	3.284593818	3.24528964	7.744924516	12.20625049	9.043679117	285.9757273	6.859684139	30.77788994	86.53819114	304.0273537	8.737692333	37.61711855	4.613105779	20.92780701	9.245438229	17.90654385	3.071883476	10.11328065	1.438412421	226.9979618	11.58425476	57.62446974	4.109477581	3.151029634	40.93440714	5.003595538	3.09226755	9.884848424	2.285337044	4.340086172	24.45545123	2.557847466	0.491808369	6.660770934	56.55618501	129.5608564	53.94916339	124.6804007	5.971808323	68.67559341	9.442204685	679.3117707	19.86248306	83.1274783	47.66733802	117.1712596
FDSW202612064-1r_S20201215-0018_A079_bin.95.filtered	276.6624694	174.2113941	205.7971316	83.68539472	157.5803294	448.4891685	815.2262779	303.4898063	1823.050989	2625.363032	485.9820433	517.539392	613.4963867	149.2942214	539.1782888	587.7207983	16.44222469	197.6509619	1528.061257	1984.513471	480.376089	289.3704655	82.54210744	312.1697511	719.3309082	484.5960785	636.8094883	182.3167386	335.1334343	13.05684408	432.7380807	184.4681331	894.8419482	2714.733586	1586.759215	859.985741	1011.260952	940.6111758	2161.756815	12.72205313	7.438067104	5.090382033	7.530509556	3.869607183	16.70654729	10.72893932	15.9299937	8.521920337	30.7311166	102.9807942	11.55215119	10.48695395	16.07316989	390.5985061	55.51585339	4.383559353	11.72405366	9.691018335	6.146884146	21.06561759	19.10569931	31.9796477	184.5689455	93.4403937	42.58492378	7.034303059	15.25923994	12.81625977	15.86574578	25.32244746	9.869690907	17.56743747	36.67960816	182.1067647	29.59880338	170.3563772	81.79578734	132.9674341	61.99633041	86.77829628	247.7109266	45.33670874	26.06185826	72.36024069	50.72979425	33.56694966	202.0657809	14.08517428	16.98743221
FDSW202612045-1r_S20201215-0006_C027_bin.165.filtered	426.7319093	98.08390646	260.1365725	443.5575355	1121.9891	262.3720597	23.62498861	95.20673282	367.3804322	410.8158644	16.08346376	605.3198784	61.72088667	290.0026279	272.0548159	203.3627978	9129.968374	240.4942471	431.6913199	240.2369139	64.1370754	37.65527275	10.66831258	28.54412874	40.1401123	161.337243	253.3412708	62.69539465	169.1093482	909.7491098	95.23337646	954.0782361	166.8951852	130.5579409	172.141326	95.04532381	88.74516177	100.845215	190.2452612	1616.408648	325.9281288	3203.955844	4543.003423	1785.471344	2927.942185	1745.863602	1432.246491	1967.264183	6833.299851	202.5140004	8113.462251	5207.33534	6769.529829	231.0411807	3886.869893	4430.623731	5709.684389	3152.795653	2198.309762	1993.574627	1289.608136	232.6795909	991.7115922	607.9436919	831.9639667	3878.763199	666.0744872	493.1289468	551.8811466	14984.19306	7021.12244	5432.358353	15275.4901	1581.007941	678.6780895	34.70989656	3570.905646	5841.564276	4846.632559	4879.374903	117.390411	761.7414167	3192.642714	3129.226483	923.6904573	593.3781851	778.3786961	1149.325088	292.0297522
FDSW202612103-1r_S20201215-0033_D063_bin.212.filtered	1.579352276	1.098406214	9.451929419	0.770091373	0.292775349	31.16012043	78.18592808	49.21689145	0.391205629	0.3863394	6.721664101	468.403562	103.0346999	33.81772124	16.8726274	89.14597771	1.822321522	12.78760071	240.8032883	133.1840645	203.3122472	66.81766491	157.6615706	202.775454	6.145882771	67.94407691	1569.149977	2379.500026	747.8568092	5.42026249	9.27288148	11.13823215	10.52658298	20.17621712	22.21783306	32.62985094	54.65730133	65.73144619	13.7222634	3.224078119	0.79827226	0.98350364	1.558746551	1.008693035	1.698660574	6.007107747	2.084414666	6.911904086	13.28132482	20.75485065	2.28887997	3.102692498	120.3323414	294.1137617	0.698577778	0.295440898	0.511613828	0.266275195	0.378268741	0.234068159	11.32694876	0.368096391	0.138404912	0.336301088	0.284923888	0.260095665	0.583371065	0.40719819	2.346718785	0.339865757	0.630323954	2.665908532	3.084455317	2.829654407	2.929866578	12.8499526	4.531151819	3.077615736	2.567961663	3.614927383	3.486590866	3.118088308	4.596586779	3.405287202	10.78002062	6.808068247	4.53655395	7.605184607	39.62717341
FDSW202612084-1r_S20201210-0021_Y030_bin.88.filtered	0.089104143	1.765147285	26.45311439	3.867945832	0	73.87045223	31.34189868	135.6223139	0.592299243	0.334630911	7.52908888	1.67999679	0.468885788	7.067056994	1.706944483	9.304811575	6.501668883	0.099621008	0.042610537	0.103214706	1.296957139	7.984961316	0	0.089362492	1.826647515	1.41379556	0.468769438	0.579805633	0.728692056	0.930545801	7.797998965	510.3293792	17.73300151	36.33997326	5.038763996	7.752033021	758.2293825	516.4033175	9.494286425	6.847816393	4.227067833	1.463318537	0.501951354	2.650338173	7.791851917	18.12383547	17.21219115	25.56683983	14.49912253	0.63232293	2.074748773	2.438143047	0.952041503	0.146949515	0.874582623	1.143642868	3.708906351	4.183092976	1.638722408	8.937286182	0.718352899	4.078200357	1.49471084	3.183179693	22.73901408	53.81357746	0.273599529	0.511436283	0.065025521	0.127121748	0.240788923	1.315841354	5.527829536	1.777971426	0.816493633	0.455998235	9.405958607	2.91077839	1.088024734	1.901974094	0.456352514	0.913813093	1.422295212	27.81452235	3.173028317	1.752267177	1.129778835	0.794486861	1.967140538
