	A010	A013	A020	A023	A028	A038	A039	A052	A058	A063	A067	A069	A079	A083	A089	A094	A103	A110	A114	A124	D010	D016	D026	D043	D046	D048	D058	D063	D068	D072	D081	E009	E017	E020	E026	E030	N041	Y006	Y012	Y014	Y015	Y021	Y025	Y030	Y034	Y036	B005	B010	B012	B023	B026	B030	B035	B039	B042	B047	B050	B053	B056	B058	B063	B071	B078	B084	B092	B098	B100	C005	C010	C012	C021	C027	C033	C045	C051	C056	C061	C065	C068	G009	G027	X007	X011	X014	X018	X024	X027	X031	X034	X039	X044	X047	X049	X051	X052	X055	X057	X059	X065	X069
FDSW202612134-1r_S20201210-0039_X059-2_bin.131.filtered	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.599356555	7.372746039	13.26985846	4.30207135	4.838375764	9.861597647	9.347687652	14.56124133	17.72964775	4.798037022	9.442791865	16.48627442	16.30493011	8.752212829	14.14414714	9.031668657	8.809638182	3.890182128	11.45810004	16.08852126	5.55098486	3.129575143	5.524638385	7.43779499	3.205116265	7.325399492	8.032958275	1.929747606	2.369409147	5.919901601	2.927593243	2.088665271	3.141335972	4.35883757	6.15192858	2.807780758	4.015272157	1.090715349	1.893572029	3.478243954	19.71058207	8.694071968	11.53203588	20.2300102	2.835401685	4.962750058	5.633162619	4.812681864	3.794802456	2.321774165	1.240114978	22.22861729	2.523233206	2.75577818
FDSW202612120-1r_S20201218-0004_A023_bin.103.filtered	41.55783353	173.1635842	51.39706269	6.539226321	4.091350207	24.43119299	40.39674122	71.34302302	24.89182642	17.03696768	35.11869405	18.36819716	49.34814181	5.21402679	3.842313433	8.056321523	12.06484037	94.55919374	16.91157827	7.44706154	13.01465158	42.08632448	75.82646375	20.89159037	101.8893018	49.45732626	34.78570672	5.976102739	7.913523997	4.512738916	10.29580202	14.32186963	4.465686761	7.451086539	38.97761226	7.716978847	78.24762137	14.94692302	14.59753762	290.9315221	145.116625	53.94466308	95.97213226	20.24606236	112.437637	57.72888228	144.7636168	25.33866555	48.59504636	2639.367143	58.19360922	111.2426046	113.5747173	62.07034682	78.30291918	96.78920048	338.2065164	155.501413	196.1677944	143.5437269	161.8914728	76.78182233	74.36037809	24.08027089	105.7732453	82.14832586	21.4966427	56.19430896	12.3696245	296.0826593	53.22454067	119.695118	155.4600569	86.61321168	14.30501331	63.82989615	56.44692001	17.4489462	73.03547465	37.54601303	66.84409431	31.85567478	63.17468278	94.09828504	103.1689222	46.20528424	97.37330377	105.9120273	98.27541419	125.7109836	48.93656372	33.86934925	68.9376274	10.5177513	56.70269923	77.35156607	32.48908358	32.32568786	48.27766373	25.7578473
FSFP202612132-1b_S20201215-0053_X044-2_bin.80.filtered	779.7356092	555.6609134	1014.025552	447.5016504	759.1061327	503.0571852	590.479902	277.7726902	830.600533	616.50508	964.9059383	743.7179094	798.117681	2105.78969	2091.374375	2978.979559	1918.245174	1463.156931	1545.409056	778.876757	764.6644935	775.2426182	1183.886177	233.167953	915.4049036	706.6119605	432.9673923	1144.257031	1178.021402	1093.134325	368.0624138	783.2246124	637.1073585	1416.366052	331.7904834	574.5883502	321.536403	916.3850747	909.0112983	1473.744624	1401.840012	2663.660681	2897.246261	6113.509484	5017.488748	2196.16365	21606.02407	20009.21104	13290.20049	5425.765236	5107.672782	5880.173042	5649.197097	3727.389897	12234.76962	4729.70354	2018.878602	2885.47471	2737.292276	4276.972595	2423.683094	26430.76757	8058.351169	10151.64086	12795.0827	19067.54337	14888.94486	11012.44562	8173.539884	8368.499722	16713.17406	8268.371162	9093.001345	5381.583639	3152.847996	3117.61787	4276.15472	3033.020841	2240.771136	8727.672259	11440.39345	3871.800219	9325.21183	4764.357649	4237.768811	4550.034347	8045.910637	7419.632345	8051.44671	4717.325442	9525.677069	12047.55225	11122.94315	6759.171014	24269.90051	4808.302555	2799.930796	7254.081483	7961.550913	6050.896033
FDSW202612076-1r_S20201215-0022_D048_bin.151.filtered	0	0	0	0	0	1.198129661	2.237601979	2.031083391	0	0	2.454027819	0	0.087755495	0	0.35402106	0.472422433	0	0	0.016887022	0	3.05686967	0.745799965	0	0.700855316	1.812192785	8.078091479	1.092983885	2.159133324	1.300092902	14.13065934	2.620374146	0.179737028	0	0.50153036	0.1768882	0.268789123	0	0	0	0	0	0	0	0	0	0	0.253120069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.448194875	0.061247357	0	0	0	0	0.016341793	0.258664674	0	0	0.156512248	0	0	0	0	0	0	0	0	0	0
FDSW202612108-1r_S20201215-0038_N041_bin.127.filtered	2.056167996	1.859641218	0.503872823	0	0	0.001630323	0	0.094661729	0	0	1.092759931	0	0.180769794	3.488606757	1.352104671	2.317007664	0	0	0	0	0	0	0	0.099902186	0.477187729	2.798383297	0.317918905	0.280371356	0.388590822	0.594010532	1.261588559	0	0	0	0	0	15.55191606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.022859412	0.000782297	0.002267179	0	0.025349135	0	0.001329761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FDSW202612106-1r_S20201215-0036_E009_bin.33.filtered	1.043270619	2.017261239	4.858625259	0	0	2.134998112	3.960350588	3.598920927	3.085398248	0.870994278	3.359681718	0.445218997	0.875195817	4.689888441	3.70071282	2.288255297	0	0	0	0	7.435246369	11.87927076	2.429970028	7.184655145	7.41185731	20.01352421	9.30985191	581.2443535	86.68820271	879.5132213	62.48372638	11.89174299	3.741356651	4.477829709	4.113059951	6.178067314	0.433794492	0.222933553	28.4158673	1.433054424	3.441246847	0.299455919	2.671915515	4.63225012	0.441538175	0.503916247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FDSW202612129-1r_S20201215-0052_D046-2_bin.98.filtered	0.894220365	0.062715947	0.140219113	0	0	0.427910078	0.264634874	0.119955213	2.237165986	2.017249301	0.099014419	0.454084176	1.615881366	1.008065305	1.175979643	0.852668062	0.530043925	0.24573558	0.09044304	0.027774152	9.229023664	2.414139512	6.540116983	0	12.86023971	1.109510743	0.075286288	0.150290531	0.822807252	1.737363446	0.238098431	0.797867311	43.70589001	35.38733414	0.103926165	0.512560084	0.037284392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FDSW202612054-1r_S20201210-0006_X069_bin.15.filtered	17.86259652	13.4860522	10.52687936	12.12577075	4.545302653	33.10086838	33.30575909	6.285794273	28.4085107	12.7801677	2.781955341	49.53905394	4.10802542	32.96300486	3.757592885	2.983576639	8.381171346	8.620270373	5.631732461	2.15400907	137.8398728	7.682410485	103.5889075	20.05240023	56.63869357	174.0486905	128.5275496	45.35942102	32.5468651	67.70338319	290.6628947	5.930494156	14.00450514	8.298066682	5.736579638	7.778731247	3.429649207	2.436557553	11.72966803	20.1803241	1.772275481	7.889844241	14.59608746	12.40243153	79.49344913	1.688968692	0.35879866	0.014240614	9.85267056	0.158275919	0.006297291	5.224619508	3.318135048	3.433977155	10.66681546	19.74367966	0.498019099	0.437838622	0.138887222	0.050882266	0.137993042	0	0.058488073	0.046548894	0.087663301	0	0.025115173	0.034453634	2.230018418	0	0	0	0.060795407	0	0	0	0	0	0	0.157759886	0.238618619	0.583345075	5.612764422	2.46187336	9.220006879	1.240313584	16.1994148	12.32518437	4.371391182	2.516676586	16.6555459	11.70876402	3.537814136	0.351358251	2.281197619	13.390995	14.5765457	1.218647108	25.20043298	36.39429126
FDSW202612041-1r_S20201218-0001_B030_bin.32.filtered	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.591531938	0.368804821	0.004698874	2.330260046	2.80118467	25.21312872	1.427977361	0.815429052	0.838133415	0.021422245	0.786233142	3.404394135	9.042431613	1.876652995	1.642824732	11.17921701	3.17964347	0.066915657	0.035167037	0.128678049	0.011999607	0.210214817	99.0294101	0.663923047	0.254211538	0.349622702	0.33194643	1.1696449	3.638262148	0.060747082	0.079322377	0.077961923	0.177569463	0.611734438	0.85948175	0.200669126	0.697754009	0	0.014577918	0.11962769	0.042893877	0.117987885	0.009728724	0.054003041	0.070816723	0.323392351	0.487056411	3.902242317	2.324491833	2.251025116	2.025287939	6.230986813	10.71482964	72.38799339
FDSW202612081-1r_S20201210-0020_Y015_bin.162.filtered	10.6799807	3.174217412	2.381191132	3.623347801	0.046913216	3.805807517	0.70875555	1.452097393	0.502311528	1.109616262	2.416865097	0.572794855	4.199072673	1.698379648	1.06753671	1.017141824	6.591036218	1.866754384	0.754667879	0.532206286	1.130310926	1.607392926	0.271388603	54.02593559	7.122285171	5.697510496	41.0487912	3.318370744	48.80947489	13.90668597	4.025095999	2.039410543	1.702758563	3.315332935	1.884037248	4.995427019	4.635383334	20.43222318	47.82584759	3.91198507	6.415636272	5.95255643	5.335444561	11.14145941	12.19578133	9.02956301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FDSW202612057-1r_S20201215-0013_A038_bin.214.filtered	10.81569012	11.97027716	6.911073137	1.512196936	0	17.10219255	23.3039515	4.452772529	0	0	0.66860914	0	0.039578273	0	0.030460679	0.656440135	0	0	0	0	0	0	0	1.715908539	3.205754307	2.580496084	9.924877991	8.202984456	5.112528698	11.04291826	4.629785184	0	0	0	0	0	1.833114675	2.579378489	1.494625848	5.171344014	4.201124823	0.235507408	0.624403682	3.841798009	6.283100261	0.476111919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FDSW202612068-1r_S20201215-0019_A103_bin.75.filtered	3.45884574	6.587796816	4.288363745	1.655750909	0.035651524	0.642075338	1.193440919	0.671009843	0.05677237	0.054972845	16.17745835	0.719963052	1.525434103	0.499162851	0.619033711	0.901627978	10.74658714	1.008186574	1.79711186	1.30115993	0.645321345	0.374049186	1.404135101	1.448123937	1.469408882	0.917962969	0.506242896	5.274600017	2.90177598	0.362739052	12.95644733	0.556741332	0.833493447	1.397299794	0.659597403	0.494246574	2.048079938	1.016358303	0.538814468	0.824705415	0.702461554	0.911843292	1.591213571	3.641234639	4.061907386	3.032484777	0.135956674	0	0	0	0.311721599	0.031253731	0	0	0	0	0.084317486	0.014207045	0.073375425	0	0	0.100562115	0	0	0.104511443	0.062950336	0	0	0	0.285418044	1.024657937	7.881282854	1.337788438	0.140675727	0.470621818	0.158230742	0.13196536	0.022732706	0.270431384	0.062760224	0.099182419	0.099421612	0.328624127	0	0.003794886	0.469866986	0.421163117	0.423157199	0.185691479	1.204683466	0.201616349	0.175882054	0.896491428	0.363876973	0.00273179	0.441871449	0.30291481	0	0.26838428	4.005528553
FDSW202612112-1r_S20201215-0041_X027_bin.164.filtered	4.477006282	8.584770294	10.85520536	0.174274287	30.8726964	22.42267368	21.17505356	17.15306964	0.017792474	0	24.41614476	0	4.379641758	8.126902211	10.55892232	14.24022062	5.266648486	0.276032315	0.036349	0.01237887	78.83953109	626.1590558	53.91204582	73.40612901	14.53899654	63.34437272	116.221311	72.17737592	29.16715577	61.89896298	25.04658059	68.20088651	32.90943376	73.323501	32.69020242	55.65684107	9.327914848	1.442019467	3.130190369	2.825843784	6.053262045	1.212211166	7.42832817	7.431315556	19.38138966	53.17802515	0.008133383	0	0	0	0	3.168867604	3.725160534	1.423853027	8.791659673	0.151530569	9.120527651	9.28965121	10.64645741	3.290975093	22.24305002	0	0.198248974	0	0	0.247906351	0.157808119	0.004366712	0	4.826802336	3.518326459	3.022573788	3.87170644	0	0	0	0	0	0	0.509625794	0.686733707	0.031901416	0.029141568	0.075834569	0.033217208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FDSW202612064-1r_S20201215-0018_A079_bin.88.filtered	70.54765948	69.17029772	21.05155857	14.78009915	54.71405294	64.98265172	124.2871952	70.88598999	55.04624796	156.1496106	112.1847528	197.2257045	139.6003191	29.97197519	17.24501479	35.69462843	51.43905697	22.55586248	24.29451451	13.00223573	77.7397779	106.4044252	41.32942097	16.8707565	69.54821918	41.16911987	35.24656343	77.70979722	69.57361364	53.48059081	37.57599126	1245.453935	326.5538376	266.4661635	24.84503309	37.71784285	26.13944536	9.39259866	16.12085217	16.27916512	23.99964615	22.13055768	10.9913754	15.4136901	54.9677572	11.76754417	455.3758158	55.94794165	114.2755772	219.2559424	139.6047557	201.2206131	234.1846928	114.8353681	176.3150641	169.0430307	517.4131127	222.9392263	292.7563653	226.6104565	235.3663633	144.1504009	161.4830616	52.73946197	192.5338565	141.4362029	35.85412432	95.95900977	15.99852991	453.8337171	100.8081205	179.2320609	234.6485465	157.727664	23.72433851	144.7276409	147.3841142	30.15370727	127.7206268	68.05012693	140.5056738	74.38345981	168.9354781	215.6143976	171.3301074	89.63491613	223.4755895	257.5350769	221.8275288	189.0608361	92.16661181	57.41051525	118.5011868	17.91676479	173.1367622	107.0696126	43.38994052	58.23288837	68.81366372	47.0685586
FDSW202612055-1r_S20201216-0196_A010_bin.19.filtered	218.9900936	36.32879016	68.04063714	61.04279434	37.81071098	50.04168762	66.46174994	157.5059767	516.2008716	154.7983896	83.27327894	245.1747084	125.066641	110.9870132	25.58192317	37.69551022	7.489840237	7.219889277	5.324359008	4.239872759	150.7659669	250.8043554	155.8322783	16.16750197	22.48864172	31.83602537	17.06139032	151.7872413	92.74000661	128.6783536	62.82910838	53.42305029	145.8682569	369.6906834	15.66963397	58.59594123	138.2974892	55.02729904	154.9177461	247.5069547	273.8371784	613.0438023	907.4800361	1995.386791	4915.810033	495.8141006	3.39420712	3.665330429	20.12618739	2.560777644	1.1140566	8.231705876	3.542564097	1.134533121	6.375962834	0.951757895	2.700284605	1.121206773	3.619618428	2.265796194	1.365986273	3.475356932	7.29530498	16.67661175	8.206488138	3.878605339	7.963312225	3.744862295	1.767008636	4.91921933	3.714929165	11.54176465	24.01465719	8.770210416	1.783316943	0.163375631	0.358562203	0.545882408	0.808911437	25.98073096	25.17180914	9.147056309	36.28081669	16.89992426	10.02632158	4.789464496	2.436766295	3.976238254	3.26687246	1.959112381	0.824328528	0.755107175	0.576438339	1.085994563	6.234139745	2.665503397	0.523614032	0.673598693	3.396263181	7.57040705
